"DOI","Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Citations - CrossRef","Citations - PubMed Central","Citations - Scopus","Total HTML Page Views","Total PDF Downloads","Total XML Downloads","Combined Usage (HTML + PDF + XML)","Blog Coverage - Postgenomic","Blog Coverage - Nature Blogs","Blog Coverage - Bloglines","Number of Trackbacks","Social Bookmarking - CiteULike","Social Bookmarking - Connotea","Number of Ratings","Average Rating","Number of Note threads","Number of replies to Notes","Number of Comment threads","Number of replies to Comments","Number of 'Star Ratings' that also include a text comment"
"10.1371/journal.pcbi.1000444",07/24/09,2009,"PLoS Computational Biology","RA","Power Efficiency of Outer Hair Cell Somatic Electromotility",0,0,0,123,25,1,149,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004577",02/25/09,2009,"PLoS ONE","RA","Does My Step Look Big In This? A Visual Illusion Leads To Safer Stepping Behaviour",0,0,0,1111,141,7,1259,0,1,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004578",02/24/09,2009,"PLoS ONE","RA","Mutual Information for Testing Gene-Environment Interaction",0,0,0,467,140,2,609,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004580",02/24/09,2009,"PLoS ONE","RA","Cadherin-Bound ?-Catenin Feeds into the Wnt Pathway upon Adherens Junctions Dissociation: Evidence for an Intersection between ?-Catenin Pools",0,0,0,614,323,9,946,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004552",02/23/09,2009,"PLoS ONE","RA","Systematic Functional Analysis of Bicaudal-D Serine Phosphorylation and Intragenic Suppression of a Female Sterile Allele of BicD",0,0,0,234,49,4,287,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pntd.0000377",02/10/09,2009,"PLoS Neglected Tropical Diseases","RA","Functional Analysis of the Cathepsin-Like Cysteine Protease Genes in Adult Brugia malayi Using RNA Interference",0,0,0,387,88,3,478,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004556",02/23/09,2009,"PLoS ONE","RA","RTA Promoter Demethylation and Histone Acetylation Regulation of Murine Gammaherpesvirus 68 Reactivation",0,0,0,389,154,5,548,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004549",02/23/09,2009,"PLoS ONE","RA","Molecular Evolution of Immune Genes in the Malaria Mosquito Anopheles gambiae",0,1,0,643,232,4,879,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004550",02/23/09,2009,"PLoS ONE","RA","Mass Stranding of Marine Birds Caused by a Surfactant-Producing Red Tide",0,0,0,1343,316,6,1665,0,0,0,1,1,0,0,0,0,0,0,0,0
"10.1371/journal.pmed.1000119",07/28/09,2009,"PLoS Medicine","non RA","Ethics Without Borders",0,0,0,520,129,2,651,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004561",02/23/09,2009,"PLoS ONE","RA","Intestinal Epithelial-Derived TAK1 Signaling Is Essential for Cytoprotection against Chemical-Induced Colitis",0,0,0,300,119,2,421,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004133",01/06/09,2009,"PLoS ONE","RA","Dilated Cardiomyopathy with Increased SR Ca2+ Loading Preceded by a Hypercontractile State and Diastolic Failure in the ?1CTG Mouse",0,0,0,293,103,3,399,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004565",02/26/09,2009,"PLoS ONE","RA","The Causal Cascade to Multiple Sclerosis: A Model for MS Pathogenesis",1,0,0,1092,337,3,1432,0,0,0,0,0,0,1,4.7,0,0,0,0,1
"10.1371/journal.pone.0004557",02/23/09,2009,"PLoS ONE","RA","Is Altruistic Behavior Associated with Major Depression Onset?",0,0,0,1036,94,4,1134,0,1,0,1,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004558",02/27/09,2009,"PLoS ONE","RA","APOMAB?, a La-Specific Monoclonal Antibody, Detects the Apoptotic Tumor Response to Life-Prolonging and DNA-Damaging Chemotherapy",0,0,1,325,106,1,432,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004560",02/23/09,2009,"PLoS ONE","RA","Investigating Differential Dynamics of the MAPK Signaling Cascade Using a Multi-Parametric Global Sensitivity Analysis",0,0,0,377,138,4,519,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004606",02/26/09,2009,"PLoS ONE","RA","Green Tea Polyphenols Rescue of Brain Defects Induced by Overexpression of DYRK1A",0,0,0,962,219,10,1191,0,0,0,2,0,0,1,5,0,0,0,0,1
"10.1371/journal.ppat.1000524",07/24/09,2009,"PLoS Pathogens","RA","Target Cell Cyclophilins Facilitate Human Papillomavirus Type 16 Infection",0,0,0,200,84,3,287,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004609",02/25/09,2009,"PLoS ONE","RA","Does Sleep Play a Role in Memory Consolidation? A Comparative Test",0,0,1,1139,230,4,1373,0,0,0,1,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004602",02/26/09,2009,"PLoS ONE","RA","Leptin Affects Life History Decisions in a Passerine Bird: A Field Experiment",0,0,0,395,99,3,497,0,0,0,1,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004627",02/27/09,2009,"PLoS ONE","RA","Mechanism of Neuronal versus Endothelial Cell Uptake of Alzheimer's Disease Amyloid ? Protein",0,0,0,713,334,6,1053,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pgen.1000367",02/06/09,2009,"PLoS Genetics","RA","Genetic Mechanisms in Apc-Mediated Mammary Tumorigenesis",0,1,0,648,247,5,900,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004614",02/26/09,2009,"PLoS ONE","RA","Antigen-Binding Properties of Monoclonal Antibodies Reactive with EBNA1 and Use in Immunoaffinity Chromatography",0,0,0,245,57,2,304,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005412",04/30/09,2009,"PLoS ONE","RA","A Novel Fibronectin Binding Motif in MSCRAMMs Targets F3 Modules",0,0,0,212,46,2,260,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1000474",06/12/09,2009,"PLoS Pathogens","RA","MARCO, TLR2, and CD14 Are Required for Macrophage Cytokine Responses to Mycobacterial Trehalose Dimycolate and Mycobacterium tuberculosis",0,0,0,747,279,1,1027,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004610",02/25/09,2009,"PLoS ONE","RA","Identification of Thyroid Hormone Receptor Binding Sites and Target Genes Using ChIP-on-Chip in Developing Mouse Cerebellum",0,0,0,512,172,6,690,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004612",02/26/09,2009,"PLoS ONE","RA","Dissection of Kinesin's Processivity",1,0,1,445,132,4,581,0,0,0,0,4,0,2,4.2,2,0,1,0,1
"10.1371/journal.pone.0004613",02/26/09,2009,"PLoS ONE","RA","MAGI-1 Modulates AMPA Receptor Synaptic Localization and Behavioral Plasticity in Response to Prior Experience",0,1,0,313,122,2,437,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004589",02/25/09,2009,"PLoS ONE","RA","Sleep Restriction Increases the Risk of Developing Cardiovascular Diseases by Augmenting Proinflammatory Responses through IL-17 and CRP",0,0,0,1044,212,3,1259,0,0,0,1,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004590",02/25/09,2009,"PLoS ONE","RA","Improved Learning and Memory in Aged Mice Deficient in Amyloid ?-Degrading Neutral Endopeptidase",0,0,0,470,165,6,641,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004592",02/25/09,2009,"PLoS ONE","RA","The Warburg Effect Suppresses Oxidative Stress Induced Apoptosis in a Yeast Model for Cancer",0,0,0,1105,347,2,1454,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004584",02/25/09,2009,"PLoS ONE","RA","Mutation Detection by Real-Time PCR: A Simple, Robust and Highly Selective Method",0,0,0,1230,459,6,1695,0,0,0,0,1,1,1,4.7,0,0,0,0,0
"10.1371/journal.pone.0004585",02/24/09,2009,"PLoS ONE","RA","Common Cortical Loci Are Activated during Visuospatial Interpolation and Orientation Discrimination Judgements",0,0,0,131,34,1,166,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004588",02/26/09,2009,"PLoS ONE","RA","IFN-?-Inducible Irga6 Mediates Host Resistance against Chlamydia trachomatis via Autophagy",1,0,1,430,162,2,594,0,0,0,0,0,0,1,2,0,0,1,0,1
"10.1371/journal.pone.0004598",02/25/09,2009,"PLoS ONE","RA","How Many Loci Does it Take to DNA Barcode a Crocus?",1,0,0,611,187,3,801,0,0,0,1,0,1,1,4,0,0,0,0,1
"10.1371/journal.pone.0004600",02/25/09,2009,"PLoS ONE","RA","Mitogen Activated Protein Kinase Activated Protein Kinase 2 Regulates Actin Polymerization and Vascular Leak in Ventilator Associated Lung Injury",1,0,0,262,80,2,344,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004601",02/25/09,2009,"PLoS ONE","RA","Biogeography of Photosynthetic Light-Harvesting Genes in Marine Phytoplankton",0,0,0,455,133,2,590,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004593",02/25/09,2009,"PLoS ONE","RA","L-DOPA Neurotoxicity Is Mediated by Up-Regulation of DMT1?IRE Expression",0,0,0,303,112,3,418,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004596",02/25/09,2009,"PLoS ONE","RA","In Very Young Infants Severity of Acute Bronchiolitis Depends On Carried Viruses",0,0,0,356,109,2,467,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004597",02/26/09,2009,"PLoS ONE","RA","PINK1 Defect Causes Mitochondrial Dysfunction, Proteasomal Deficit and ?-Synuclein Aggregation in Cell Culture Models of Parkinson's Disease",2,1,0,690,329,8,1027,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004496",02/16/09,2009,"PLoS ONE","RA","Genetic Variants of Wnt Transcription Factor TCF-4 (TCF7L2) Putative Promoter Region Are Associated with Small Intestinal Crohn's Disease",0,0,1,700,201,3,904,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004498",02/18/09,2009,"PLoS ONE","RA","Maternal Transfer and Protective Role of the Alternative Complement Components in Zebrafish Danio rerio",0,0,0,221,65,2,288,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004500",02/23/09,2009,"PLoS ONE","RA","Probing Evolutionary Repeatability: Neutral and Double Changes and the Predictability of Evolutionary Adaptation",0,0,0,419,110,3,532,0,0,0,1,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004492",02/16/09,2009,"PLoS ONE","RA","Heterozygous Mutation of Opa1 in Drosophila Shortens Lifespan Mediated through Increased Reactive Oxygen Species Production",1,0,0,479,194,2,675,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004494",02/13/09,2009,"PLoS ONE","RA","A Look Back at an Ongoing Problem: Shigella dysenteriae Type 1 Epidemics in Refugee Settings in Central Africa (1993?1995)",0,0,0,166,45,3,214,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004495",02/13/09,2009,"PLoS ONE","RA","Query Large Scale Microarray Compendium Datasets Using a Model-Based Bayesian Approach with Variable Selection",0,0,0,377,86,3,466,0,0,0,0,3,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004507",02/18/09,2009,"PLoS ONE","RA","Schizophrenia as Failure of Left Hemispheric Dominance for the Phonological Component of Language",0,0,0,726,186,3,915,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004508",02/25/09,2009,"PLoS ONE","RA","Effects of TMS on Different Stages of Motor and Non-Motor Verb Processing in the Primary Motor Cortex",0,0,0,453,120,3,576,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004509",02/18/09,2009,"PLoS ONE","RA","High-Level Production, Solubilization and Purification of Synthetic Human GPCR Chemokine Receptors CCR5, CCR3, CXCR4 and CX3CR1",1,0,0,731,330,6,1067,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004501",02/19/09,2009,"PLoS ONE","RA","Two Chromogranin A-Derived Peptides Induce Calcium Entry in Human Neutrophils by Calmodulin-Regulated Calcium Independent Phospholipase A2",0,0,0,331,91,3,425,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004503",02/18/09,2009,"PLoS ONE","RA","Cellular Expression, Trafficking, and Function of Two Isoforms of Human ULBP5/RAET1G",2,0,0,363,148,2,513,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004504",02/19/09,2009,"PLoS ONE","RA","Cytokines Inducing Bone Marrow SCA+ Cells Migration into Pancreatic Islet and Conversion into Insulin-Positive Cells In Vivo",0,0,0,336,96,4,436,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004479",02/20/09,2009,"PLoS ONE","RA","A Histone Map of Human Chromosome 20q13.12",0,0,0,505,154,3,662,0,0,0,0,3,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004480",02/13/09,2009,"PLoS ONE","RA","Conserved Protective Mechanisms in Radiation and Genetically Attenuated uis3(-) and uis4(-) Plasmodium Sporozoites",0,0,0,284,124,3,411,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004482",02/16/09,2009,"PLoS ONE","RA","Imprinted CDKN1C Is a Tumor Suppressor in Rhabdoid Tumor and Activated by Restoration of SMARCB1 and Histone Deacetylase Inhibitors",1,0,0,295,86,2,383,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004472",02/18/09,2009,"PLoS ONE","RA","The Maintenance of Traditions in Marmosets: Individual Habit, Not Social Conformity? A Field Experiment",0,0,0,532,126,2,660,0,0,0,1,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0005464",05/07/09,2009,"PLoS ONE","RA","Adult-Generated Hippocampal Neurons Allow the Flexible Use of Spatially Precise Learning Strategies",0,0,0,641,202,7,850,0,0,0,1,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004476",02/13/09,2009,"PLoS ONE","RA","Recognition of Interaction Interface Residues in Low-Resolution Structures of Protein Assemblies Solely from the Positions of C? Atoms",0,0,0,209,64,3,276,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004488",02/16/09,2009,"PLoS ONE","RA","Relation of DNA Methylation of 5?-CpG Island of ACSL3 to Transplacental Exposure to Airborne Polycyclic Aromatic Hydrocarbons and Childhood Asthma",0,0,0,1666,422,7,2095,0,0,0,3,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004490",02/16/09,2009,"PLoS ONE","RA","Short-Term Starvation of Immune Deficient Drosophila Improves Survival to Gram-Negative Bacterial Infections",0,1,0,374,128,2,504,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004491",02/13/09,2009,"PLoS ONE","RA","Spillway-Induced Salmon Head Injury Triggers the Generation of Brain ?II-Spectrin Breakdown Product Biomarkers Similar to Mammalian Traumatic Brain Injury",0,0,0,968,152,4,1124,0,0,0,0,0,0,1,4,0,0,0,0,1
"10.1371/journal.pone.0004483",02/16/09,2009,"PLoS ONE","RA","Simultaneous Detection of FISH Signals and Bromo-Deoxyuridine Incorporation in Fixed Tissue Cultured Cells",0,0,0,280,80,2,362,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004484",02/13/09,2009,"PLoS ONE","RA","Regulation of Translation in Haloarchaea: 5?- and 3?-UTRs Are Essential and Have to Functionally Interact In Vivo",0,0,0,234,90,3,327,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004486",02/16/09,2009,"PLoS ONE","RA","Technical Analysis of cDNA Microarrays",0,0,0,576,167,1,744,0,0,0,0,2,1,0,0,0,0,0,0,0
"10.1371/journal.pone.0006246",07/16/09,2009,"PLoS ONE","RA","The Aversive Effect of Electromagnetic Radiation on Foraging Bats?A Possible Means of Discouraging Bats from Approaching Wind Turbines",0,0,0,686,108,2,796,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004535",02/20/09,2009,"PLoS ONE","RA","Optimizing Dietary Restriction for Genetic Epistasis Analysis and Gene Discovery in C. elegans",2,1,1,476,181,2,659,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004536",02/19/09,2009,"PLoS ONE","RA","Performance Characterization of Watson Ahumada Motion Detector Using Random Dot Rotary Motion Stimuli",0,0,0,215,22,2,239,0,0,0,0,1,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004531",02/19/09,2009,"PLoS ONE","RA","Differences in the Tumor Microenvironment between African-American and European-American Breast Cancer Patients",0,0,0,472,177,9,658,0,0,0,0,3,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004532",02/19/09,2009,"PLoS ONE","RA","Estimating Mass Properties of Dinosaurs Using Laser Imaging and 3D Computer Modelling",1,0,1,2164,467,6,2637,0,0,0,1,0,0,1,3,2,1,1,0,1
"10.1371/journal.pone.0004533",02/19/09,2009,"PLoS ONE","RA","Protection against Retrovirus Pathogenesis by SR Protein Inhibitors",0,0,0,400,118,3,521,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004545",02/20/09,2009,"PLoS ONE","RA","Possible Novel Therapy for Malignant Gliomas with Secretable Trimeric TRAIL",0,0,0,425,180,6,611,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004546",02/20/09,2009,"PLoS ONE","RA","The 70 kDa Heat Shock Protein Assists during the Repair of Chilling Injury in the Insect, Pyrrhocoris apterus",0,0,0,305,92,1,398,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004548",02/20/09,2009,"PLoS ONE","RA","Cost-Effectiveness of Interventions to Prevent Disability in Leprosy: A Systematic Review",0,0,0,358,67,3,428,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004537",02/19/09,2009,"PLoS ONE","RA","MMTV-Wnt1 and -?N89?-Catenin Induce Canonical Signaling in Distinct Progenitors and Differentially Activate Hedgehog Signaling within Mammary Tumors",0,2,0,648,296,2,946,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004540",02/23/09,2009,"PLoS ONE","RA","In-Depth Molecular Characterization of Mycobacterium tuberculosis from New Delhi ? Predominance of Drug Resistant Isolates of the ?Modern? (TbD1?) Type",0,0,0,508,196,3,707,0,0,0,0,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004542",02/20/09,2009,"PLoS ONE","RA","Altered Resting State in Diabetic Neuropathic Pain",0,0,0,666,161,10,837,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004519",02/20/09,2009,"PLoS ONE","RA","Lack of Galectin-3 Drives Response to Paracoccidioides brasiliensis toward a Th2-Biased Immunity",0,0,0,277,86,2,365,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004520",02/20/09,2009,"PLoS ONE","RA","Clinical Deterioration during Antitubercular Treatment at a District Hospital in South Africa: The Importance of Drug Resistance and AIDS Defining Illnesses",0,0,0,324,103,2,429,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004523",02/19/09,2009,"PLoS ONE","RA","Cross-Study Projections of Genomic Biomarkers: An Evaluation in Cancer Genomics",0,0,0,371,142,1,514,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004511",02/19/09,2009,"PLoS ONE","RA","Vibrio Zinc-Metalloprotease Causes Photoinactivation of Coral Endosymbionts and Coral Tissue Lesions",0,0,0,389,120,2,511,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004512",02/18/09,2009,"PLoS ONE","RA","Probiotics Prevent Intestinal Barrier Dysfunction in Acute Pancreatitis in Rats via Induction of Ileal Mucosal Glutathione Biosynthesis",0,0,0,487,129,1,617,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004515",02/18/09,2009,"PLoS ONE","RA","Changes in Weight, Waist Circumference and Compensatory Responses with Different Doses of Exercise among Sedentary, Overweight Postmenopausal Women",0,0,0,669,134,4,807,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004527",02/18/09,2009,"PLoS ONE","RA","A 3?-Untranslated Region (3?UTR) Induces Organ Adhesion by Regulating miR-199a* Functions",1,0,0,634,269,6,909,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004528",02/20/09,2009,"PLoS ONE","RA","Lipid Profile and Serum Characteristics of the Blind Subterranean Mole Rat, Spalax",0,0,0,484,83,4,571,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004529",02/19/09,2009,"PLoS ONE","RA","Downregulation of ETS Rescues Diabetes-Induced Reduction of Endothelial Progenitor Cells",0,0,0,266,91,3,360,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004524",02/20/09,2009,"PLoS ONE","RA","Are Protein Domains Modules of Lateral Genetic Transfer?",2,1,1,492,119,2,613,0,0,0,0,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004525",02/26/09,2009,"PLoS ONE","RA","Metabolic Profiling of the Response to an Oral Glucose Tolerance Test Detects Subtle Metabolic Changes",1,0,0,406,132,1,539,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0005429",05/05/09,2009,"PLoS ONE","RA","The e-Index, Complementing the h-Index for Excess Citations",0,0,0,726,79,4,809,0,0,0,2,2,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004171",01/12/09,2009,"PLoS ONE","RA","A Novel Peptide Enhances Therapeutic Efficacy of Liposomal Anti-Cancer Drugs in Mice Models of Human Lung Cancer",1,0,2,784,253,3,1040,0,0,0,0,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004172",01/12/09,2009,"PLoS ONE","RA","Accumulation of Phosphorylated ?-Catenin Enhances ROS-Induced Cell Death in Presenilin-Deficient Cells",0,0,0,371,105,7,483,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004635",02/27/09,2009,"PLoS ONE","RA","Lung Volume, Breathing Pattern and Ventilation Inhomogeneity in Preterm and Term Infants",0,0,0,459,73,2,534,0,0,0,0,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004166",01/09/09,2009,"PLoS ONE","RA","Relationship between Expression of the Family of M Proteins and Lipoteichoic Acid to Hydrophobicity and Biofilm Formation in Streptococcus pyogenes",0,0,0,419,161,2,582,0,0,0,0,1,0,1,4,0,0,0,0,0
"10.1371/journal.pone.0004167",01/09/09,2009,"PLoS ONE","RA","Role of Visible Light-Activated Photocatalyst on the Reduction of Anthrax Spore-Induced Mortality in Mice",0,1,1,566,92,4,662,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004170",01/12/09,2009,"PLoS ONE","RA","Divergent Effects of PERK and IRE1 Signaling on Cell Viability",2,0,2,1145,521,12,1678,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004182",01/14/09,2009,"PLoS ONE","RA","PGC-1? Is a Key Regulator of Glucose-Induced Proliferation and Migration in Vascular Smooth Muscle Cells",0,1,1,367,140,2,509,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004183",01/13/09,2009,"PLoS ONE","RA","S100A7, a Novel Alzheimer's Disease Biomarker with Non-Amyloidogenic ?-Secretase Activity Acts via Selective Promotion of ADAM-10",0,0,0,495,171,3,669,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004184",01/15/09,2009,"PLoS ONE","RA","DNA Polymerase ? Is Required for Early Mammalian Embryogenesis",0,0,0,375,77,6,458,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004176",01/12/09,2009,"PLoS ONE","RA","Augmented Lung Inflammation Protects against Influenza A Pneumonia",0,0,0,714,256,7,977,0,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004178",01/12/09,2009,"PLoS ONE","RA","Structural Model of the Rev Regulatory Protein from Equine Infectious Anemia Virus",0,0,0,328,88,2,418,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004179",01/14/09,2009,"PLoS ONE","RA","Ets1 Induces Dysplastic Changes When Expressed in Terminally-Differentiating Squamous Epidermal Cells",0,0,0,301,81,2,384,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004152",01/08/09,2009,"PLoS ONE","RA","Loss of Ribosomal Protein L11 Affects Zebrafish Embryonic Development through a p53-Dependent Apoptotic Response",1,0,3,890,236,5,1131,0,0,0,0,0,0,0,0,0,0,2,0,0
"10.1371/journal.pone.0004155",01/07/09,2009,"PLoS ONE","RA","Peptides Derived from HIV-1 Integrase that Bind Rev Stimulate Viral Genome Integration",0,0,0,388,171,2,561,0,0,0,0,1,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004156",01/14/09,2009,"PLoS ONE","RA","Serotonin Transporter Genotype Modulates Social Reward and Punishment in Rhesus Macaques",0,0,0,2219,621,14,2854,3,0,0,1,0,0,0,0,0,0,1,0,0
"10.1371/journal.pone.0004116",01/07/09,2009,"PLoS ONE","RA","Two Host Factors Regulate Persistence of H7a-Specific T Cells Injected in Tumor-Bearing Mice",0,0,0,171,46,1,218,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004147",01/07/09,2009,"PLoS ONE","RA","Giant Panda Genomic Data Provide Insight into the Birth-and-Death Process of Mammalian Major Histocompatibility Complex Class II Genes",0,0,0,508,102,1,611,1,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004148",01/07/09,2009,"PLoS ONE","RA","Olfactory Sex Recognition Investigated in Antarctic Prions",0,0,0,680,77,17,774,1,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004162",01/08/09,2009,"PLoS ONE","RA","Molecular Time-Course and the Metabolic Basis of Entry into Dauer in Caenorhabditis elegans",1,0,1,523,206,4,733,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004163",01/08/09,2009,"PLoS ONE","RA","Adaptation of the Spore Discharge Mechanism in the Basidiomycota",0,0,0,485,104,9,598,1,0,0,1,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004164",01/09/09,2009,"PLoS ONE","RA","Variations in the Electrostatic Landscape of Class II Human Leukocyte Antigen Molecule Induced by Modifications in the Myelin Basic Protein Peptide: A Theoretical Approach",0,0,0,227,58,3,288,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004158",01/08/09,2009,"PLoS ONE","RA","The Intracellular Localization of ID2 Expression Has a Predictive Value in Non Small Cell Lung Cancer",0,0,0,299,105,1,405,0,0,0,0,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0004159",01/09/09,2009,"PLoS ONE","RA","Identification of Pax6-Dependent Gene Regulatory Networks in the Mouse Lens",1,0,0,743,245,4,992,0,0,0,0,0,1,0,0,0,0,0,0,0
"10.1371/journal.pone.0004160",01/08/09,2009,"PLoS ONE","RA","Autophagy and Exosomes in the Aged Retinal Pigment Epithelium: Possible Relevance to Drusen Formation and Age-Related Macular Degeneration",0,0,0,785,350,6,1141,0,0,0,0,0,0,0,0,0,0,0,0,0
